        421|   114.3x 4.05|  3.632|  3.409|  3.319|M20-10.9     |41/22| 4x45|        |110-190|   10| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        422|   114.3x 4.05|  3.632|  3.384|  3.294|M20-10.9     |41/22| 4x45|        |110-240|    4| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        423|   114.3x 4.05|  3.570|  3.322|  3.232|M20-10.9     |41/22| 4x45|        |110-240|    4| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        424|   114.3x 4.05|  2.939|  2.733|  2.643|M20-10.9     |41/22| 4x45|        |132-132|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        425|   114.3x 4.05|  3.642|  3.436|  3.346|M20-10.9     |41/22| 4x45|        |132-132|    5| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        426|   114.3x 4.05|  3.390|  3.170|  3.080|M20-10.9     |41/22| 4x45|        |154-154|    5| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        427|   114.3x 4.05|  2.610|  2.390|  2.300|M20-10.9     |41/22| 4x45|        |154-154|    2| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        428|   114.3x 4.05|  3.570|  3.350|  3.260|M20-10.9     |41/22| 4x45|        |154-154|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        429|   114.3x 4.05|  3.508|  3.288|  3.198|M20-10.9     |41/22| 4x45|        |154-154|   10| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        430|   114.3x 4.05|  3.570|  3.306|  3.216|M20-10.9     |41/22| 4x45|        |154-240|    2| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        431|   114.3x 4.05|  4.456|  4.173|  4.083|M20-10.9     |41/22| 4x45|        |190-240|   17| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        432|   114.3x 4.05|  4.456|  4.172|  4.082|M20-10.9     |41/22| 4x45|        |190-240|    5| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        433|   114.3x 4.05|  4.456|  4.148|  4.058|M20-10.9     |41/22| 4x45|        |240-240|    6| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        434|   139.7x 4.50|  3.919|  3.731|  3.621|M20-10.9     |46/22| 4x50|        |110-110|   64| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        435|   139.7x 4.50|  3.687|  3.499|  3.389|M20-10.9     |46/22| 4x50|        |110-110|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        436|   139.7x 4.50|  3.687|  3.499|  3.389|M20-10.9     |46/22| 4x50|        |110-110|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        437|   139.7x 4.50|  3.766|  3.578|  3.468|M20-10.9     |46/22| 4x50|        |110-110|   35| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        438|   139.7x 4.50|  4.135|  3.938|  3.828|M20-10.9     |46/22| 4x50|        |110-132|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        439|   139.7x 4.50|  3.642|  3.445|  3.335|M20-10.9     |46/22| 4x50|        |110-132|    2| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        440|   139.7x 4.50|  3.919|  3.715|  3.605|M20-10.9     |46/22| 4x50|        |110-154|   47| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        441|   139.7x 4.50|  4.324|  4.120|  4.010|M20-10.9     |46/22| 4x50|        |110-154|   14| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        442|   139.7x 4.50|  3.687|  3.483|  3.373|M20-10.9     |46/22| 4x50|        |110-154|   23| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        443|   139.7x 4.50|  3.687|  3.483|  3.373|M20-10.9     |46/22| 4x50|        |110-154|   11| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        444|   139.7x 4.50|  3.390|  3.186|  3.076|M20-10.9     |46/22| 4x50|        |110-154|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        445|   139.7x 4.50|  3.766|  3.562|  3.452|M20-10.9     |46/22| 4x50|        |110-154|   22| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        446|   139.7x 4.50|  3.549|  3.345|  3.235|M20-10.9     |46/22| 4x50|        |110-154|    2| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        447|   139.7x 4.50|  3.766|  3.543|  3.433|M20-10.9     |46/22| 4x50|        |110-190|    7| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        448|   139.7x 4.50|  3.931|  3.708|  3.598|M20-10.9     |46/22| 4x50|        |110-190|   10| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        449|   139.7x 4.50|  3.766|  3.518|  3.408|M20-10.9     |46/22| 4x50|        |110-240|   25| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        450|   139.7x 4.50|  3.948|  3.700|  3.590|M20-10.9     |46/22| 4x50|        |110-240|   22| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        451|   139.7x 4.50|  3.931|  3.683|  3.573|M20-10.9     |46/22| 4x50|        |110-240|    4| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        452|   139.7x 4.50|  4.194|  3.946|  3.836|M20-10.9     |46/22| 4x50|        |110-240|    7| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        453|   139.7x 4.50|  3.632|  3.384|  3.274|M20-10.9     |46/22| 4x50|        |110-240|    8| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        454|   139.7x 4.50|  3.695|  3.441|  3.331|M20-10.9     |46/22| 4x50|        |110-260|   46| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        455|   139.7x 4.50|  3.642|  3.436|  3.326|M20-10.9     |46/22| 4x50|        |132-132|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        456|   139.7x 4.50|  4.135|  3.921|  3.812|M20-10.9     |46/22| 4x50|        |132-154|    6| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        457|   139.7x 4.50|  4.135|  3.922|  3.812|M20-10.9     |46/22| 4x50|        |132-154|    5| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        458|   139.7x 4.50|  3.695|  3.432|  3.322|M20-10.9     |46/22| 4x50|        |132-260|    2| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        459|   139.7x 4.50|  4.324|  4.104|  3.994|M20-10.9     |46/22| 4x50|        |154-154|   22| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        460|   139.7x 4.50|  3.390|  3.170|  3.060|M20-10.9     |46/22| 4x50|        |154-154|   11| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        461|   139.7x 4.50|  4.456|  4.236|  4.126|M20-10.9     |46/22| 4x50|        |154-154|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        462|   139.7x 4.50|  4.514|  4.274|  4.164|M20-10.9     |46/22| 4x50|        |154-190|    2| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        463|   139.7x 4.50|  4.194|  3.930|  3.820|M20-10.9     |46/22| 4x50|        |154-240|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        464|   139.7x 4.50|  3.902|  3.644|  3.534|M20-10.9     |46/22| 4x50|        |190-190|   14| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        465|   139.7x 4.50|  3.902|  3.619|  3.509|M20-10.9     |46/22| 4x50|        |190-240|    4| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        466|   139.7x 4.50|  4.456|  4.148|  4.038|M20-10.9     |46/22| 4x50|        |240-240|    5| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        467|   139.7x 4.50|  3.764|  3.456|  3.346|M20-10.9     |46/22| 4x50|        |240-240|    6| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        468|   139.7x 4.50|  3.766|  3.543|  3.433|M30-10.9     |46/32| 5x50|        |110-190|    3| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        469|   139.7x 4.50|  3.766|  3.518|  3.408|M30-10.9     |46/32| 5x50|        |110-240|    2| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        470|   139.7x 4.50|  3.766|  3.502|  3.392|M30-10.9     |46/32| 5x50|        |154-240|    2| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        471|   139.7x 4.50|  4.194|  3.930|  3.820|M30-10.9     |46/32| 5x50|        |154-240|    4| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        472|   139.7x 4.50|  3.766|  3.526|  3.417|M36-10.9     |70/38| 6x75|        |154-190|    6| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        473|   139.7x 4.50|  3.766|  3.502|  3.392|M36-10.9     |70/38| 6x75|        |154-240|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        474|   165.0x 6.00|  3.919|  3.699|  3.575|M36-10.9     |70/38| 6x75|        |154-154|  141| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        475|   165.0x 6.00|  3.766|  3.546|  3.421|M36-10.9     |70/38| 6x75|        |154-154|   42| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        476|   165.0x 6.00|  4.302|  4.082|  3.958|M36-10.9     |70/38| 6x75|        |154-154|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        477|   165.0x 6.00|  4.303|  4.082|  3.958|M36-10.9     |70/38| 6x75|        |154-154|    1| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        478|   165.0x 6.00|  3.766|  3.483|  3.359|M36-10.9     |70/38| 6x75|        |190-240|    6| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        479|   219.1x 6.00|  3.766|  3.546|  3.326|M42-10.9     |70/44| 6x75|        |154-154|    2| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        480|   219.1x 6.00|  3.766|  3.526|  3.306|M42-10.9     |70/44| 6x75|        |154-190|   12| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        481|   219.1x 6.00|  3.766|  3.502|  3.282|M42-10.9     |70/44| 6x75|        |154-240|   12| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        482|   219.1x 6.00|  3.766|  3.477|  3.257|M52-10.9     |85/54| 6x90|        |190-260|   12| ST52
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        483|   219.1x11.00|  3.766|  3.368|  3.148|M52-10.9     |90/54| 6x95|        |240-240|    6| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        484|   219.1x11.00|  3.766|  3.362|  3.141|M52-10.9     |90/54| 6x95|        |240-260|   12| ST37
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|-------
        485|   219.1x13.00|  4.388|  3.978|  3.758|M64-10.9    |120/66|6x125|        |260-260|   24| ST52
  ---------|--------------|-------|-------|-------|-------------|-----|-----|--------|-------|-----|------- 
